Date,Store ID,Product ID,Category,Region,Price,Discount,Cost,Competitor Pricing,Weather Condition,Seasonality,Holiday/Promotion,Month,Year,DayOfWeek,Units Sold,Units Ordered,Inventory Level,Revenue,Profit
2022-02-23,S015,P008,Clothing,East,79.57,4.5,42.41,72.2,Cloudy,Off-Season,0,2,2022,2,38,36,96,2887.6,1276.02
2022-02-23,S005,P028,Clothing,South,91.25,23.2,58.63,98.12,Cloudy,Normal,1,2,2022,2,106,111,165,7428.48,1213.7
2022-02-23,S010,P014,Electronics,North,99.24,6.5,70.9,107.14,Sunny,Normal,0,2,2022,2,54,61,128,5010.63,1182.03
2022-02-23,S010,P033,Toys,North,108.05,23.4,56.96,112.81,Sunny,Off-Season,1,2,2022,2,56,67,129,4634.91,1445.15
2022-02-23,S008,P016,Groceries,East,70.86,18.6,50.71,69.82,Rainy,Off-Season,1,2,2022,2,33,36,54,1903.44,230.01
2022-02-23,S011,P033,Toys,East,97.92,6.5,56.96,92.12,Rainy,Off-Season,0,2,2022,2,25,25,36,2288.88,864.88
2022-02-24,S018,P026,Furniture,North,46.66,3.5,32.13,44.21,Rainy,Festival,0,2,2022,3,48,51,115,2161.29,619.05
2022-02-24,S015,P008,Clothing,East,70.88,26.5,42.41,64.6,Sunny,Normal,1,2,2022,3,100,113,136,5209.68,968.68
2022-02-24,S020,P024,Toys,South,39.87,2.3,26.34,41.28,Sunny,Normal,0,2,2022,3,70,79,112,2726.71,882.91
2022-02-24,S016,P019,Groceries,West,17.85,20.3,10.38,19.14,Sunny,Off-Season,1,2,2022,3,41,51,91,583.28,157.7
2022-02-24,S020,P023,Electronics,South,111.83,4.4,63.94,105.53,Snowy,Normal,0,2,2022,3,33,41,85,3528.01,1417.99
2022-02-24,S002,P028,Clothing,West,85.21,3.5,58.63,88.21,Cloudy,Normal,0,2,2022,3,90,105,137,7400.49,2123.79
2022-02-24,S019,P015,Furniture,West,75.8,19.9,57.62,80.3,Cloudy,Off-Season,1,2,2022,3,59,67,128,3582.23,182.65
2022-02-24,S018,P038,Furniture,North,63.09,15.4,36.76,56.88,Sunny,Normal,1,2,2022,3,102,119,215,5444.16,1694.64
2022-02-24,S001,P002,Furniture,North,16.04,7.9,10.87,15.03,Snowy,Normal,0,2,2022,3,67,76,153,989.78,261.49
2022-02-24,S012,P001,Toys,West,34.03,6.6,20.89,37.17,Cloudy,Normal,0,2,2022,3,29,34,61,921.74,315.93
2022-02-25,S012,P040,Electronics,West,72.81,28.0,45.13,70.61,Cloudy,Normal,1,2,2022,4,95,82,200,4980.2,692.85
2022-02-25,S002,P033,Toys,West,102.18,3.9,56.96,100.24,Rainy,Normal,0,2,2022,4,52,55,133,5106.14,2144.22
2022-02-25,S009,P005,Groceries,North,82.71,25.7,54.34,86.03,Snowy,Normal,1,2,2022,4,164,175,313,10078.38,1166.62
2022-02-25,S018,P023,Electronics,North,98.92,4.0,63.94,105.6,Cloudy,Off-Season,0,2,2022,4,15,14,26,1424.45,465.35
2022-02-25,S014,P011,Furniture,West,80.54,3.3,62.33,79.54,Rainy,Off-Season,0,2,2022,4,47,54,80,3660.46,730.95
2022-02-25,S008,P013,Groceries,East,74.78,5.9,44.85,77.96,Sunny,Normal,0,2,2022,4,68,72,125,4785.02,1735.22
2022-02-25,S003,P025,Furniture,East,21.81,6.1,12.36,22.05,Cloudy,Normal,0,2,2022,4,35,40,63,716.79,284.19
2022-02-25,S012,P037,Clothing,West,97.71,4.5,55.96,105.37,Rainy,Normal,0,2,2022,4,91,112,209,8491.49,3399.13
2022-02-25,S006,P015,Furniture,West,81.52,1.1,57.62,78.5,Rainy,Normal,0,2,2022,4,40,43,68,3224.93,920.13
2022-02-25,S020,P031,Groceries,South,90.69,1.6,56.51,84.44,Snowy,Normal,0,2,2022,4,43,43,110,3837.28,1407.35
2022-02-25,S003,P006,Clothing,East,90.85,7.7,65.56,97.19,Sunny,Normal,0,2,2022,4,29,26,71,2431.78,530.54
2022-02-25,S014,P021,Toys,West,37.02,2.3,24.06,38.36,Sunny,Off-Season,0,2,2022,4,89,99,208,3219.0,1077.66
2022-02-25,S007,P039,Furniture,North,32.14,5.0,18.22,31.43,Sunny,Festival,0,2,2022,4,78,69,104,2381.57,960.41
2022-02-25,S008,P017,Clothing,East,77.98,5.8,47.17,79.83,Sunny,Normal,1,2,2022,4,45,53,67,3305.57,1182.92
2022-02-26,S011,P012,Electronics,East,66.49,6.8,44.48,72.97,Cloudy,Festival,0,2,2022,5,103,127,196,6382.77,1801.33
2022-02-26,S008,P001,Toys,East,34.34,18.1,20.89,36.75,Cloudy,Off-Season,1,2,2022,5,27,28,56,759.36,195.33
2022-02-26,S008,P004,Toys,East,80.63,4.8,53.11,81.61,Cloudy,Normal,0,2,2022,5,40,43,88,3070.39,945.99
2022-02-26,S009,P010,Groceries,North,26.01,1.5,20.07,27.2,Cloudy,Normal,0,2,2022,5,41,49,84,1050.41,227.54
2022-02-26,S004,P014,Electronics,South,88.21,5.9,70.9,90.59,Sunny,Normal,0,2,2022,5,90,97,168,7470.5,1089.5
2022-02-26,S013,P004,Toys,East,83.48,7.5,53.11,81.59,Rainy,Off-Season,0,2,2022,5,59,57,148,4555.92,1422.43
2022-02-26,S014,P036,Clothing,West,24.6,3.6,15.87,27.01,Cloudy,Normal,0,2,2022,5,67,75,120,1588.86,525.57
2022-02-26,S016,P021,Toys,West,39.21,7.9,24.06,36.81,Rainy,Off-Season,0,2,2022,5,40,38,68,1444.5,482.1
2022-02-26,S017,P035,Toys,East,18.74,19.9,9.7,18.3,Rainy,Festival,1,2,2022,5,170,158,419,2551.83,902.83
2022-02-26,S006,P018,Clothing,West,50.61,15.9,28.35,48.01,Sunny,Normal,1,2,2022,5,77,89,108,3277.35,1094.4
2022-02-26,S002,P016,Groceries,West,77.03,6.5,50.71,80.6,Cloudy,Normal,0,2,2022,5,66,65,135,4753.52,1406.66
2022-02-26,S018,P004,Toys,North,80.88,13.9,53.11,81.01,Snowy,Normal,1,2,2022,5,62,66,85,4317.54,1024.72
2022-02-27,S013,P013,Groceries,East,79.37,4.2,44.85,86.02,Sunny,Normal,0,2,2022,6,121,125,222,9200.41,3773.56
2022-02-27,S002,P037,Clothing,West,88.57,5.3,55.96,94.36,Rainy,Festival,0,2,2022,6,303,287,503,25414.36,8458.48
2022-02-27,S006,P036,Clothing,West,24.23,6.8,15.87,25.57,Cloudy,Festival,0,2,2022,6,64,57,133,1445.27,429.59
2022-02-27,S016,P024,Toys,West,38.58,12.1,26.34,37.98,Cloudy,Off-Season,1,2,2022,6,72,66,108,2441.65,545.17
2022-02-27,S004,P023,Electronics,South,101.8,7.0,63.94,103.46,Rainy,Normal,0,2,2022,6,55,67,119,5207.07,1690.37
2022-02-27,S016,P012,Electronics,West,68.32,27.3,44.48,66.01,Snowy,Normal,1,2,2022,6,74,84,175,3675.48,383.96
2022-02-27,S020,P009,Electronics,South,28.71,29.0,17.02,29.01,Cloudy,Normal,1,2,2022,6,157,171,237,3200.3,528.16
2022-02-27,S007,P008,Clothing,North,80.6,0.5,42.41,77.27,Snowy,Normal,0,2,2022,6,81,83,145,6495.96,3060.75
2022-02-27,S003,P009,Electronics,East,29.64,17.8,17.02,27.96,Snowy,Normal,1,2,2022,6,128,159,241,3118.6,940.04
2022-02-27,S012,P004,Toys,West,78.76,21.7,53.11,77.71,Cloudy,Normal,1,2,2022,6,72,86,162,4440.17,616.25
2022-02-27,S005,P035,Toys,South,17.13,6.9,9.7,15.56,Cloudy,Normal,0,2,2022,6,74,71,139,1180.15,462.35
2022-02-27,S006,P029,Furniture,West,75.45,1.4,46.77,77.49,Rainy,Off-Season,0,2,2022,6,38,43,61,2826.96,1049.7
2022-02-27,S012,P037,Clothing,West,96.23,2.6,55.96,105.32,Sunny,Normal,0,2,2022,6,77,87,147,7217.06,2908.14
2022-02-27,S007,P002,Furniture,North,15.07,6.9,10.87,15.24,Rainy,Off-Season,1,2,2022,6,74,89,152,1038.23,233.85
2022-02-27,S019,P025,Furniture,West,21.45,14.5,12.36,20.69,Sunny,Normal,1,2,2022,6,42,41,96,770.27,251.15
2022-02-28,S011,P036,Clothing,East,24.71,29.6,15.87,22.85,Rainy,Off-Season,1,2,2022,0,79,77,201,1374.27,120.54
2022-02-28,S020,P012,Electronics,South,64.28,20.1,44.48,69.94,Sunny,Normal,1,2,2022,0,94,111,163,4827.81,646.69
2022-02-28,S011,P027,Electronics,East,46.21,12.3,32.16,49.08,Snowy,Normal,1,2,2022,0,64,62,141,2593.67,535.43
2022-02-28,S008,P024,Toys,East,40.61,7.1,26.34,38.24,Sunny,Normal,0,2,2022,0,44,52,94,1659.97,501.01
2022-02-28,S004,P019,Groceries,South,17.03,5.3,10.38,15.94,Cloudy,Off-Season,0,2,2022,0,62,64,89,999.9,356.34
2022-02-28,S009,P039,Furniture,North,30.43,4.3,18.22,33.36,Snowy,Off-Season,0,2,2022,0,33,33,59,961.01,359.75
2022-02-28,S014,P030,Toys,West,96.06,5.1,65.73,104.85,Snowy,Normal,0,2,2022,0,121,119,250,11030.47,3077.14
2022-02-28,S013,P029,Furniture,East,68.51,25.6,46.77,69.24,Snowy,Festival,1,2,2022,0,231,248,318,11774.4,970.53
2022-02-28,S014,P033,Toys,West,107.2,6.7,56.96,104.5,Cloudy,Normal,1,2,2022,0,63,61,128,6301.11,2712.63
2022-02-28,S009,P022,Groceries,North,55.51,8.4,34.19,58.28,Rainy,Off-Season,1,2,2022,0,127,139,228,6457.59,2115.46
2022-02-28,S015,P008,Clothing,East,71.5,0.8,42.41,72.45,Snowy,Festival,0,2,2022,0,140,128,261,9929.92,3992.52
2022-02-28,S015,P006,Clothing,East,102.34,12.1,65.56,93.44,Snowy,Normal,1,2,2022,0,39,36,87,3508.32,951.48
2022-03-01,S015,P036,Clothing,East,25.59,5.8,15.87,23.6,Rainy,Normal,1,3,2022,1,79,73,113,1904.36,650.63
2022-03-01,S015,P027,Electronics,East,46.66,6.1,32.16,49.52,Rainy,Normal,0,3,2022,1,49,57,114,2146.87,571.03
2022-03-01,S004,P022,Groceries,South,56.73,3.7,34.19,51.67,Cloudy,Festival,0,3,2022,1,152,150,279,8303.91,3107.03
2022-03-01,S010,P023,Electronics,North,108.8,0.1,63.94,115.77,Snowy,Normal,0,3,2022,1,26,24,46,2825.97,1163.53
2022-03-01,S018,P007,Toys,North,66.77,7.5,39.33,62.3,Cloudy,Normal,1,3,2022,1,72,82,162,4446.88,1615.12
2022-03-01,S009,P035,Toys,North,18.03,25.2,9.7,17.39,Cloudy,Normal,1,3,2022,1,110,99,243,1483.51,416.51
2022-03-01,S018,P002,Furniture,North,16.49,18.7,10.87,16.62,Sunny,Normal,1,3,2022,1,86,83,197,1152.95,218.13
2022-03-01,S005,P006,Clothing,South,92.43,6.4,65.56,99.17,Rainy,Normal,0,3,2022,1,27,29,69,2335.89,565.77
2022-03-01,S005,P023,Electronics,South,97.03,5.5,63.94,92.5,Rainy,Festival,0,3,2022,1,55,56,115,5043.13,1526.43
2022-03-01,S006,P017,Clothing,West,76.98,20.7,47.17,70.88,Cloudy,Normal,1,3,2022,1,56,63,99,3418.53,777.01
2022-03-01,S016,P006,Clothing,West,103.79,6.4,65.56,98.21,Sunny,Normal,0,3,2022,1,15,17,20,1457.21,473.81
2022-03-01,S008,P023,Electronics,East,102.27,6.5,63.94,99.54,Sunny,Off-Season,0,3,2022,1,14,17,21,1338.71,443.55
2022-03-01,S007,P005,Groceries,North,91.69,20.9,54.34,90.47,Cloudy,Normal,1,3,2022,1,72,69,116,5221.93,1309.45
2022-03-02,S003,P028,Clothing,East,78.84,7.6,58.63,74.5,Rainy,Normal,0,3,2022,2,79,71,121,5755.0,1123.23
2022-03-02,S013,P029,Furniture,East,75.17,28.0,46.77,75.01,Cloudy,Normal,1,3,2022,2,135,132,212,7306.52,992.57
2022-03-02,S001,P012,Electronics,North,67.73,7.5,44.48,63.78,Snowy,Festival,1,3,2022,2,107,133,160,6703.58,1944.22
2022-03-02,S006,P011,Furniture,West,89.33,0.2,62.33,93.85,Sunny,Normal,0,3,2022,2,49,61,79,4368.42,1314.25
2022-03-02,S011,P026,Furniture,East,46.3,13.4,32.13,43.48,Sunny,Normal,1,3,2022,2,99,97,245,3969.48,788.61
2022-03-02,S002,P035,Toys,West,18.26,16.0,9.7,16.56,Rainy,Normal,1,3,2022,2,88,96,122,1349.78,496.18
2022-03-02,S020,P011,Furniture,South,80.23,20.6,62.33,86.43,Sunny,Normal,1,3,2022,2,96,112,214,6115.45,131.77
2022-03-02,S013,P006,Clothing,East,90.43,14.9,65.56,97.04,Rainy,Off-Season,1,3,2022,2,47,53,98,3616.93,535.61
2022-03-02,S016,P005,Groceries,West,83.88,16.4,54.34,86.73,Sunny,Normal,1,3,2022,2,82,81,159,5750.14,1294.26
2022-03-02,S007,P026,Furniture,North,43.91,6.2,32.13,44.24,Rainy,Normal,0,3,2022,2,73,74,153,3006.69,661.2
2022-03-02,S016,P005,Groceries,West,86.48,3.6,54.34,93.04,Snowy,Normal,0,3,2022,2,66,71,111,5502.2,1915.76
2022-03-02,S010,P010,Groceries,North,25.71,24.7,20.07,27.12,Rainy,Normal,1,3,2022,2,44,43,84,851.82,-31.26
2022-03-03,S013,P033,Toys,East,105.52,9.8,56.96,97.52,Cloudy,Off-Season,1,3,2022,3,47,49,67,4473.41,1796.29
2022-03-03,S003,P023,Electronics,East,103.27,3.9,63.94,103.36,Sunny,Normal,0,3,2022,3,29,26,61,2878.03,1023.77
2022-03-03,S011,P017,Clothing,East,78.6,25.5,47.17,70.77,Sunny,Festival,1,3,2022,3,123,123,164,7202.51,1400.6
2022-03-03,S003,P039,Furniture,East,31.63,26.0,18.22,33.02,Sunny,Off-Season,1,3,2022,3,62,76,156,1451.18,321.54
2022-03-03,S010,P021,Toys,North,40.32,28.4,24.06,37.86,Cloudy,Normal,1,3,2022,3,162,173,310,4676.8,779.08
2022-03-03,S010,P005,Groceries,North,95.75,3.3,54.34,89.54,Sunny,Normal,0,3,2022,3,62,65,152,5740.6,2371.52
2022-03-03,S006,P035,Toys,West,18.64,21.9,9.7,19.98,Rainy,Normal,1,3,2022,3,60,58,139,873.47,291.47
2022-03-03,S016,P010,Groceries,West,27.86,5.1,20.07,28.65,Snowy,Normal,0,3,2022,3,27,26,47,713.86,171.97
2022-03-03,S013,P038,Furniture,East,65.82,16.8,36.76,65.82,Sunny,Festival,1,3,2022,3,309,354,589,16921.53,5562.69
2022-03-03,S013,P015,Furniture,East,80.7,0.9,57.62,79.01,Rainy,Normal,0,3,2022,3,72,62,141,5758.11,1609.47
2022-03-03,S015,P040,Electronics,East,69.84,2.7,45.13,69.46,Rainy,Festival,0,3,2022,3,184,165,287,12503.59,4199.67
2022-03-03,S016,P039,Furniture,West,30.67,6.4,18.22,31.3,Snowy,Off-Season,1,3,2022,3,29,29,62,832.51,304.13
2022-03-03,S001,P023,Electronics,North,100.17,1.0,63.94,92.25,Snowy,Normal,0,3,2022,3,36,41,55,3570.06,1268.22
2022-03-03,S017,P017,Clothing,East,74.29,3.1,47.17,80.47,Cloudy,Normal,0,3,2022,3,40,39,62,2879.48,992.68
2022-03-03,S013,P026,Furniture,East,41.82,2.8,32.13,45.0,Sunny,Normal,0,3,2022,3,85,88,157,3455.17,724.12
2022-03-03,S014,P022,Groceries,West,61.01,3.1,34.19,56.37,Rainy,Festival,0,3,2022,3,194,226,401,11469.03,4836.17
2022-03-03,S008,P010,Groceries,East,28.31,4.5,20.07,26.67,Rainy,Festival,0,3,2022,3,32,29,42,865.15,222.91
2022-03-04,S005,P008,Clothing,South,71.13,5.3,42.41,65.85,Snowy,Normal,1,3,2022,4,109,101,235,7342.25,2719.56
2022-03-04,S011,P022,Groceries,East,55.76,14.6,34.19,59.67,Cloudy,Off-Season,1,3,2022,4,117,100,178,5571.43,1571.2
2022-03-04,S012,P040,Electronics,West,71.63,5.9,45.13,74.43,Rainy,Normal,0,3,2022,4,81,100,201,5459.71,1804.18
2022-03-04,S006,P018,Clothing,West,43.83,3.1,28.35,47.47,Sunny,Normal,0,3,2022,4,66,58,136,2803.1,932.0
2022-03-04,S002,P005,Groceries,West,88.3,6.8,54.34,96.45,Sunny,Off-Season,0,3,2022,4,36,40,86,2962.64,1006.4
2022-03-04,S008,P040,Electronics,East,67.84,6.5,45.13,63.54,Snowy,Off-Season,0,3,2022,4,39,48,95,2473.79,713.72
2022-03-04,S020,P017,Clothing,South,76.53,5.4,47.17,78.69,Rainy,Off-Season,0,3,2022,4,39,39,73,2823.5,983.87
2022-03-04,S015,P023,Electronics,East,104.79,2.8,63.94,109.58,Rainy,Festival,0,3,2022,4,60,71,130,6111.35,2274.95
2022-03-05,S015,P022,Groceries,East,62.1,0.5,34.19,58.47,Cloudy,Normal,0,3,2022,5,97,103,226,5993.58,2677.15
2022-03-05,S009,P006,Clothing,North,95.07,6.1,65.56,94.42,Snowy,Off-Season,0,3,2022,5,28,33,43,2499.58,663.9
2022-03-05,S007,P031,Groceries,North,88.38,20.8,56.51,82.44,Rainy,Festival,1,3,2022,5,73,63,182,5109.78,984.55
2022-03-05,S009,P016,Groceries,North,76.26,5.7,50.71,83.18,Sunny,Normal,0,3,2022,5,43,49,64,3092.27,911.74
2022-03-05,S011,P007,Toys,East,60.83,5.1,39.33,60.88,Rainy,Normal,0,3,2022,5,125,127,229,7215.96,2299.71
2022-03-05,S006,P020,Furniture,West,58.17,4.6,44.46,53.88,Snowy,Normal,0,3,2022,5,18,18,34,998.9,198.62
2022-03-05,S016,P026,Furniture,West,46.29,28.2,32.13,45.12,Snowy,Normal,1,3,2022,5,69,77,178,2293.3,76.33
2022-03-06,S016,P013,Groceries,West,75.14,4.2,44.85,70.8,Snowy,Normal,0,3,2022,6,78,84,197,5614.76,2116.46
2022-03-06,S009,P008,Clothing,North,72.77,14.1,42.41,70.16,Rainy,Off-Season,1,3,2022,6,103,90,240,6438.47,2070.24
2022-03-06,S014,P035,Toys,West,17.59,6.5,9.7,17.44,Rainy,Festival,0,3,2022,6,147,143,382,2417.66,991.76
2022-03-06,S012,P026,Furniture,West,44.25,7.5,32.13,48.18,Sunny,Festival,0,3,2022,6,101,91,233,4134.06,888.93
2022-03-06,S019,P011,Furniture,West,81.28,2.4,62.33,87.41,Rainy,Festival,0,3,2022,6,92,109,232,7298.29,1563.93
2022-03-06,S012,P032,Toys,West,57.78,2.5,39.21,55.81,Rainy,Normal,0,3,2022,6,93,86,239,5239.2,1592.67
2022-03-06,S008,P014,Electronics,East,94.31,16.9,70.9,95.62,Cloudy,Normal,1,3,2022,6,75,89,125,5877.87,560.37
2022-03-06,S010,P002,Furniture,North,15.91,3.7,10.87,16.21,Sunny,Festival,0,3,2022,6,165,165,313,2528.02,734.47
2022-03-06,S004,P009,Electronics,South,31.2,26.0,17.02,32.12,Cloudy,Normal,1,3,2022,6,140,142,242,3232.32,849.52
2022-03-06,S003,P005,Groceries,East,83.47,19.2,54.34,88.74,Sunny,Normal,1,3,2022,6,135,125,203,9104.91,1769.01
2022-03-07,S015,P029,Furniture,East,71.7,11.6,46.77,72.4,Sunny,Normal,1,3,2022,0,150,163,232,9507.42,2491.92
2022-03-07,S013,P039,Furniture,East,30.51,0.8,18.22,33.5,Cloudy,Off-Season,0,3,2022,0,45,40,114,1361.97,542.07
2022-03-07,S006,P016,Groceries,West,72.7,5.3,50.71,69.77,Cloudy,Normal,1,3,2022,0,57,66,85,3924.27,1033.8
2022-03-07,S017,P013,Groceries,East,71.26,12.1,44.85,74.04,Cloudy,Normal,1,3,2022,0,141,137,365,8831.89,2508.04
2022-03-07,S002,P017,Clothing,West,78.29,28.4,47.17,85.8,Snowy,Normal,1,3,2022,0,124,147,168,6950.9,1101.82
2022-03-07,S017,P014,Electronics,East,90.75,20.5,70.9,97.23,Cloudy,Normal,1,3,2022,0,86,95,215,6204.58,107.18
2022-03-07,S010,P030,Toys,North,103.7,8.0,65.73,104.1,Cloudy,Festival,0,3,2022,0,141,150,195,13451.96,4184.03
2022-03-07,S009,P002,Furniture,North,16.47,24.6,10.87,16.94,Rainy,Normal,1,3,2022,0,140,151,356,1738.57,216.77
2022-03-07,S016,P008,Clothing,West,72.75,8.9,42.41,76.29,Snowy,Normal,1,3,2022,0,84,81,208,5567.12,2004.68
2022-03-07,S010,P015,Furniture,North,78.36,2.3,57.62,84.18,Cloudy,Normal,0,3,2022,0,48,43,64,3674.77,909.01
2022-03-08,S015,P004,Toys,East,83.57,14.5,53.11,80.56,Rainy,Normal,1,3,2022,1,85,85,186,6073.45,1559.1
2022-03-08,S008,P031,Groceries,East,89.85,2.3,56.51,95.52,Snowy,Off-Season,0,3,2022,1,16,14,21,1404.54,500.38
2022-03-08,S018,P024,Toys,North,39.9,2.3,26.34,42.67,Cloudy,Festival,0,3,2022,1,67,76,101,2611.81,847.03
2022-03-08,S019,P019,Groceries,West,18.79,5.6,10.38,20.59,Snowy,Normal,0,3,2022,1,39,40,88,691.77,286.95
2022-03-08,S011,P007,Toys,East,65.39,9.6,39.33,65.37,Cloudy,Off-Season,1,3,2022,1,119,141,198,7034.39,2354.12
2022-03-08,S012,P033,Toys,West,106.38,25.9,56.96,109.62,Snowy,Normal,1,3,2022,1,57,53,100,4493.17,1246.45
2022-03-08,S005,P024,Toys,South,41.91,2.4,26.34,38.53,Snowy,Normal,0,3,2022,1,65,57,114,2658.77,946.67
2022-03-08,S014,P007,Toys,West,59.45,7.4,39.33,53.51,Sunny,Off-Season,0,3,2022,1,105,107,245,5780.32,1650.67
2022-03-08,S004,P029,Furniture,South,71.12,7.4,46.77,66.36,Snowy,Normal,0,3,2022,1,82,88,144,5400.28,1565.14
2022-03-08,S018,P037,Clothing,North,88.21,1.0,55.96,94.75,Sunny,Normal,0,3,2022,1,39,48,83,3405.79,1223.35
2022-03-09,S011,P029,Furniture,East,71.29,5.6,46.77,66.07,Rainy,Normal,1,3,2022,2,99,97,253,6662.48,2032.25
2022-03-09,S009,P005,Groceries,North,86.02,26.0,54.34,87.62,Sunny,Normal,1,3,2022,2,121,119,178,7702.23,1127.09
2022-03-09,S013,P039,Furniture,East,34.48,5.6,18.22,33.48,Snowy,Festival,0,3,2022,2,51,62,118,1660.01,730.79
2022-03-09,S007,P017,Clothing,North,77.61,26.7,47.17,85.12,Rainy,Normal,1,3,2022,2,65,71,86,3697.73,631.68
2022-03-09,S012,P008,Clothing,West,76.03,0.6,42.41,71.22,Cloudy,Normal,0,3,2022,2,53,50,117,4005.41,1757.68
2022-03-09,S005,P025,Furniture,South,20.34,4.8,12.36,21.09,Snowy,Festival,0,3,2022,2,43,48,86,832.64,301.16
2022-03-09,S006,P013,Groceries,West,68.91,13.8,44.85,72.43,Sunny,Festival,1,3,2022,2,172,197,255,10216.87,2502.67
2022-03-09,S020,P022,Groceries,South,54.22,20.0,34.19,55.56,Snowy,Normal,1,3,2022,2,197,227,493,8545.07,1809.64
2022-03-09,S020,P018,Clothing,South,43.64,20.5,28.35,41.09,Cloudy,Normal,1,3,2022,2,95,100,219,3295.91,602.66
2022-03-09,S016,P034,Clothing,West,31.06,5.9,20.6,29.15,Sunny,Normal,0,3,2022,2,20,24,33,584.55,172.55
2022-03-09,S018,P001,Toys,North,37.2,7.2,20.89,39.37,Cloudy,Festival,0,3,2022,2,34,37,53,1173.73,463.47
2022-03-09,S018,P026,Furniture,North,43.87,3.3,32.13,45.94,Snowy,Off-Season,0,3,2022,2,28,26,66,1187.82,288.18
2022-03-09,S007,P018,Clothing,North,44.02,7.4,28.35,41.95,Sunny,Off-Season,0,3,2022,2,37,38,84,1508.21,459.26
2022-03-09,S020,P003,Clothing,South,102.41,13.1,62.41,104.39,Cloudy,Festival,1,3,2022,2,119,111,201,10590.32,3163.53
2022-03-10,S007,P008,Clothing,North,78.55,4.8,42.41,73.59,Rainy,Normal,0,3,2022,3,73,68,142,5458.91,2362.98
2022-03-10,S010,P011,Furniture,North,89.98,7.3,62.33,94.68,Snowy,Normal,0,3,2022,3,38,46,66,3169.64,801.1
2022-03-10,S002,P030,Toys,West,91.97,18.6,65.73,94.14,Sunny,Off-Season,1,3,2022,3,99,101,252,7411.49,904.22
2022-03-10,S001,P033,Toys,North,105.59,4.1,56.96,98.87,Rainy,Festival,0,3,2022,3,56,56,125,5670.61,2480.85
2022-03-10,S015,P010,Groceries,East,27.39,5.9,20.07,25.43,Rainy,Festival,0,3,2022,3,45,45,92,1159.83,256.68
2022-03-10,S008,P023,Electronics,East,97.38,3.9,63.94,100.83,Snowy,Festival,0,3,2022,3,39,46,59,3649.71,1156.05
2022-03-10,S003,P040,Electronics,East,65.75,22.5,45.13,63.62,Snowy,Normal,1,3,2022,3,128,148,167,6522.4,745.76
2022-03-10,S018,P019,Groceries,North,17.6,20.1,10.38,18.98,Cloudy,Normal,1,3,2022,3,65,59,135,914.06,239.36
2022-03-10,S011,P037,Clothing,East,92.1,8.6,55.96,85.42,Snowy,Normal,1,3,2022,3,147,183,330,12374.37,4148.25
2022-03-10,S005,P026,Furniture,South,46.46,7.8,32.13,42.62,Snowy,Off-Season,0,3,2022,3,34,29,86,1456.43,364.01
2022-03-10,S017,P023,Electronics,East,103.95,1.2,63.94,106.37,Rainy,Festival,0,3,2022,3,55,68,84,5648.64,2131.94
2022-03-11,S014,P021,Toys,West,38.99,11.9,24.06,38.15,Cloudy,Normal,1,3,2022,4,129,154,182,4431.17,1327.43
2022-03-11,S008,P023,Electronics,East,105.73,6.8,63.94,111.78,Snowy,Off-Season,0,3,2022,4,15,13,25,1478.11,519.01
2022-03-11,S017,P035,Toys,East,18.6,0.7,9.7,20.37,Sunny,Normal,0,3,2022,4,60,59,106,1108.19,526.19
2022-03-11,S006,P009,Electronics,West,31.71,26.8,17.02,29.77,Sunny,Normal,1,3,2022,4,102,114,235,2367.6,631.56
2022-03-11,S018,P017,Clothing,North,72.62,0.1,47.17,72.3,Cloudy,Normal,0,3,2022,4,28,34,58,2031.33,710.57
2022-03-11,S011,P027,Electronics,East,43.31,13.5,32.16,47.13,Rainy,Off-Season,1,3,2022,4,51,56,89,1910.62,270.46
2022-03-11,S019,P012,Electronics,West,61.51,3.3,44.48,64.92,Sunny,Festival,0,3,2022,4,68,68,107,4044.65,1020.01
2022-03-11,S019,P025,Furniture,West,20.95,28.6,12.36,19.61,Cloudy,Off-Season,1,3,2022,4,26,32,46,388.92,67.56
2022-03-11,S015,P036,Clothing,East,23.08,5.8,15.87,22.45,Sunny,Normal,1,3,2022,4,84,105,119,1826.27,493.19
2022-03-11,S012,P009,Electronics,West,29.44,3.6,17.02,27.53,Snowy,Normal,0,3,2022,4,61,69,147,1731.19,692.97
2022-03-11,S020,P013,Groceries,South,75.65,25.1,44.85,79.54,Rainy,Normal,1,3,2022,4,151,167,348,8555.94,1783.59
2022-03-11,S002,P030,Toys,West,100.19,7.2,65.73,92.98,Snowy,Festival,0,3,2022,4,159,160,219,14783.23,4332.16
2022-03-11,S006,P006,Clothing,West,100.88,3.7,65.56,110.44,Cloudy,Normal,0,3,2022,4,18,15,26,1748.65,568.57
2022-03-11,S001,P016,Groceries,North,68.89,11.6,50.71,68.05,Sunny,Off-Season,1,3,2022,4,45,46,59,2740.44,458.49
2022-03-11,S008,P003,Clothing,East,90.74,19.5,62.41,92.68,Cloudy,Off-Season,1,3,2022,4,52,55,95,3798.38,553.06
2022-03-12,S017,P023,Electronics,East,106.75,6.6,63.94,102.89,Cloudy,Normal,0,3,2022,5,35,43,56,3489.66,1251.76
2022-03-12,S007,P014,Electronics,North,94.81,14.8,70.9,100.64,Snowy,Off-Season,1,3,2022,5,66,60,134,5331.36,651.96
